ID,Name,Price,Processor,Number of USB 3.0 Ports,Number of Processors,Computer Memory Type,Hard Drive Interface,Bluetooth,Wireless_Year,Numeric_Release_Date,Numeric_Display_Size,Resolution_Width,Resolution_Height,Numeric_RAM,Numeric_Memory_Speed,Numeric_Drive_Capacity,Drive_Type,Numeric_Battery_Capacity,Numeric_Battery_Life,Clean_Brand,Clean_Series,Clean_Operating_System,Lithium_Battery_Technology,Clean_Processor_Type,Numeric_Processor_Speed,Height,Depth,Width,Clean_Processor_Brand,Numeric_Flash_Size,Clean_Optical_Drive,Graphics_Coprocessor_Category,Chipset_Category,Integrated_Graphics,Color_Category,Number_of_Color_words,Numeric_Weight
B096FX1JJZ,"ASUS Laptop L410 Ultra Thin Laptop, 14” FHD -Display, Intel Celeron N4020 -Processor, 4GB -RAM, 128GB Storage, NumberPad, Windows 10 Home in S Mode, 1 Year Microsoft 365, Star Black, L410MA-PS04",319.0,2.8 GHz celeron_n4020,2.0,2.0,DDR4 SDRAM,usb,True,2014.0,1622592000.0,14.0,1920.0,1080.0,4.0,2800.0,128000000.0,SSD,,,asus,,windows 10,lithium metal,,2.8,0.72,8.54,12.8,intel,128.0,None,intel,intel,True,black,2.0,2.87
B096FX6ZH3,"Dell Latitude 3000 3420 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-1145G7 Quad-core (4 Core) 2.60 GHz - 8 GB RAM - 256 GB SSD - Black",887.66,2.6 GHz core_i5_family,,1.0,DDR4 SDRAM,solid state,True,2020.0,1622592000.0,14.0,1920.0,1080.0,8.0,2600.0,256000000.0,SSD,,,dell,latitude,windows 10,,i5,2.6,0.69,8.9,12.8,intel,256.0,,iris,intel,False,black,1.0,3.35
B096G47764,Lenovo ThinkPad X280 12.5 LCD Ultrabook - Intel Core i5 (8th Gen) i5-8350U Quad-core (4 Core) 1.70 GHz - 8 GB DDR4 SDRAM - 256 GB SSD - Windows 10 Pro 64-bit (English) - (Renewed),239.9,1.7 GHz core_i5,,4.0,,,True,,1668384000.0,12.5,1366.0,768.0,8.0,,,SSD,,,lenovo,thinkpad,windows 10,,i5,1.7,,,,intel,256.0,,intel,intel,True,,,4.22
B096H5SK28,"Victus 16 Gaming Laptop, NVIDIA GeForce RTX 3050, AMD Ryzen 5 5600H Processor, 8 GB RAM, 512 GB SSD, 16.1” Full HD IPS Display, Windows 10 Home, Backlit Keyboard, OMEN Gaming Hub (16-e0010nr, 2021)",848.66,4.2 GHz amd_ryzen_5_5600x,,2.0,DDR4 SDRAM,gigabit ethernet,True,2020.0,1627171200.0,16.1,1920.0,1080.0,8.0,,512000000.0,SSD,,10.0,hp,,windows 10,lithium ion,ryzen,4.2,0.93,10.24,14.57,amd,,None,,nvidia,False,silver,2.0,5.44
B096HFXS8D,"HP Pavilion Laptop (2021 Latest Model), 15.6"" FHD IPS Micro-Edge Touchscreen, AMD Ryzen 7 4700U Processor (Beats i7-1185G7), 32GB RAM, 1TB PCIe SSD, Fingerprint Reader, Long Battery Life, Win10",859.0,4.1 GHz amd_r_series,,8.0,DDR4 SDRAM,pcie x 4,True,1999.0,1622592000.0,15.6,1920.0,1080.0,32.0,4100.0,512000000.0,SSD,,9.0,hp,pavilion,windows 10,,,4.1,0.78,9.5,14.11,amd,32.0,,radeon,amd,True,silver,2.0,3.75
B096LBKM5Z,"2021 Lenovo ThinkPad X1 Nano Ultra-Slim Laptop, 11th Gen Intel i7-1160G7, 13.0"" 2K (2160 x 1350) IPS, Anti-Glare, 450 nits, 16 GB RAM, 512 GB PCIe SSD, Weight 1.99 lbs, Win 10 Pro - Classic Black",1099.0,2.1 GHz apple_ci7,,4.0,DDR4 SDRAM,solid state,False,2020.0,1622678400.0,13.0,2160.0,1350.0,16.0,4266.0,512000000.0,SSD,,13.0,lenovo,thinkpad,windows 10,lithium ion,i7,2.1,0.66,8.18,11.53,intel,512.0,,iris,intel,True,,,1.99
B096SLNW53,"Dell Latitude 7000 7520 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-1135G7 Quad-core (4 Core) 2.40 GHz - 16 GB RAM - 256 GB SSD - Black",2454.88,2.4 GHz core_i5_family,,1.0,DDR4 SDRAM,,True,2020.0,1623024000.0,15.6,1920.0,1080.0,16.0,,256000000.0,SSD,,,dell,latitude,windows 10,,i5,2.4,0.69,9.0,14.1,intel,,,iris,intel,False,black,1.0,3.4
B096SMGT18,"Dell Latitude 9000 9420 14"" Notebook - Full HD Plus - 1920 x 1200 - Intel EVO Core i5 (11th Gen) i5-1145G7 Quad-core (4 Core) 2.60 GHz - 16 GB RAM - 256 GB SSD - Titan Gray",1827.8,2.6 GHz core_i5_family,,1.0,DDR4 SDRAM,,True,2020.0,1623024000.0,14.0,1920.0,1200.0,16.0,2600.0,256000000.0,SSD,,,dell,latitude,windows 10,,i5,2.6,0.55,8.5,12.2,intel,,,iris,intel,False,gray,2.0,0.4
B096SN527W,"2020 Dell Latitude 7310 Laptop 13"" - Intel Core i5-10310U - Quad Core 1.7GHz (4.4GHz With Turbo Boost) - 256GB SSD - 16GB RAM - FHD Touchscreen (Renewed)",449.99,1.7 GHz core_i5,,4.0,DDR4 SDRAM,solid state,True,,1623024000.0,13.0,1920.0,1080.0,16.0,,256000000.0,SSD,,,dell,latitude,windows 10,lithium ion,i5,1.7,0.69,8.0,12.07,intel,256.0,,intel,intel,True,,2.0,2.69
B096TB7C7L,2020 Dell XPS 9700 Laptop 17 - Intel Core i7 10th Gen - i7-10750H - Six Core 5Ghz - 1TB SSD - 32GB RAM - Nvidia GeForce GTX 1650 Ti - 1920x1200 FHD+ - Windows 10 Home (Renewed),1529.64,2.6 GHz core_i7,,6.0,DDR4 SDRAM,solid state,True,,1623024000.0,17.0,1920.0,1200.0,32.0,2600.0,1000000000.0,SSD,,,dell,xps,windows 10,,i7,2.6,0.77,9.76,14.74,intel,1000.0,,geforce,nvidia,False,silver,2.0,4.65
B096TXH6GF,Dell 2020 XPS 9700 Laptop 17-inch - Intel Core i7 10th Gen - i7-10875H - Eight Core 5.1Ghz - 512GB SSD - 16GB RAM - Nvidia GeForce RTX 2060 - 1920x1200 FHD+ - Windows 10 Pro (Renewed),1390.64,2.3 GHz core_i7,,8.0,DDR4 SDRAM,solid state,True,,1623110400.0,17.0,1920.0,1200.0,16.0,2300.0,512000000.0,SSD,,,dell,xps,windows 10,,i7,2.3,0.77,9.76,14.74,intel,512.0,,geforce,nvidia,False,silver,2.0,4.65
B096WDL7N6,"2022 HP Stream 14inch Laptop, Intel Celeron N4020 Dual-Core Processor, 4GB DDR4 Memory,128GB Storage(64GB eMMC+Card),WiFi,Webcam,Bluetooth,1-Year Microsoft 365 Win10 S, Snow White | NoCo Bundle",239.0,2.8 GHz celeron,,2.0,DDR4 SDRAM,usb 3.1,,1999.0,1624060800.0,14.0,,,4.0,2800.0,64000000.0,SSD,,12.5,hp,stream,windows 10,,celeron,2.8,,,,intel,128.0,,,intel,True,white,2.0,3.17
B096X772YD,"2022 HP Stream 14in laptop, Intel Celeron N4020 Dual-Core Processor, 4GB DDR4 Memory, 128GB storage (64GB eMMC+64GB card),HDMI,WiFi,Webcam,Bluetooth,1-Year Microsoft 365,Win10 S, Rose Gold|NoCo bundle",329.0,2.8 GHz celeron,,2.0,DDR4 SDRAM,usb 3.1,True,,1623801600.0,14.0,,,4.0,2800.0,64000000.0,SSD,,11.0,hp,stream,windows 10,,celeron,2.8,,,,intel,128.0,,,intel,True,gold,2.0,3.17
B096YFRK5J,"ASUS ROG Strix G15 Advantage Edition Gaming Laptop, 15.6"" 300Hz FHD Display, Radeon RX 6800M GPU, AMD Ryzen 9-5900HX, RGB Keyboard, Windows 10, (16GB RAM | 512GB PCIe SSD)",1379.9,4.6 GHz ryzen_9,,8.0,DDR4 SDRAM,solid state,,2020.0,1624060800.0,15.6,1920.0,1080.0,16.0,4600.0,512000000.0,SSD,,,asus,rog,windows 10,lithium ion,ryzen,4.6,1.1,10.2,13.9,amd,512.0,,radeon,amd,False,black,1.0,9.46
B096YGTBG2,"2021 Newest HP 17 Laptop, 17"" HD+ Anti-Glare Screen, 11th Gen Intel Core i5-1135G7, Intel Iris Xe Graphics, 16 GB RAM, 1 TB PCIe SSD, Long Battery Life, Webcam, Mics, Win10, Silver + Microfiber Cloth",739.5,4.7 GHz intel_core_i5_1135g7,,4.0,DDR SDRAM,pcie x 4,True,,1623196800.0,17.0,1600.0,900.0,16.0,,512000000.0,SSD,,,hp,,windows 10,lithium ion,,4.7,0.78,10.15,15.78,intel,,,iris,intel,True,silver,1.0,3.67
B096YH5J6F,"2021 Newest HP 17 Laptop, 17"" HD+ Anti-Glare Screen, 11th Gen Intel Core i5-1135G7, Intel Iris Xe Graphics, 16 GB RAM, 512 GB PCIe SSD, Long Battery Life, Webcam, Mics, Win10, Silver + Oydisen Cloth",749.99,4.7 GHz apple_ci7,,4.0,DDR4 SDRAM,pcie x 4,True,,1623196800.0,17.3,1600.0,900.0,16.0,,512000000.0,SSD,,,hp,,windows 10,,i7,4.7,0.78,10.15,15.78,intel,512.0,,iris,intel,True,silver,1.0,4.6
B096YJMWG5,"2021 Newest HP 17 Laptop, 17"" HD+ Anti-Glare Screen, 11th Gen Intel Core i5-1135G7, Intel Iris Xe Graphics, 32 GB RAM, 1 TB PCIe SSD, Long Battery Life, Webcam, Mics, Win10, Silver + Microfiber Cloth",751.9,4.7 GHz intel_core_i5_1135g7,,4.0,DDR4 SDRAM,pcie x 4,True,,1623196800.0,17.3,1600.0,900.0,32.0,,512000000.0,SSD,,,hp,,windows 10,lithium ion,,4.7,0.78,10.15,15.78,intel,32.0,,iris,intel,True,,,3.67
B096YVCNWK,"HP SBUY EB840G8 I5-1145G7 14 8GB/256 PC Intel I5-1145G7, 14.0 FHD AG LED UWVA, UMA,",999.99,,,,GDDR4,,False,,1623196800.0,14.0,,,,2600.0,,,,14.5,hp,elitebook,windows 10,,,,5.0,15.0,18.0,,256.0,,,intel,,silver,1.0,4.89
B096YWCG36,"HP Premium Laptop (2021 Latest Model), 14"" HD Touchscreen, AMD Athlon Processor, 16GB RAM, 576GB SSD, Long Battery Life, Online Conferencing, Natural Silver, Win 11 with 1 Year of Microsoft 365",469.0,3.2 GHz athlon_silver_3050U,,2.0,DDR4 SDRAM,solid state,True,1999.0,1623196800.0,14.0,1366.0,768.0,16.0,3200.0,192000000.0,SSD,,,hp,,windows 10,,,3.2,0.71,8.86,12.76,amd,512.0,,radeon,amd,True,silver,2.0,3.24
B0971LP1JF,"2021 Newest HP Laptop Computer, 15.6"" HD Display,Intel Pentium Dual-core N5000 Upto 2.7 GHz, 8GB DDR4 RAM, 128GB SSD, HD Webcam, HDMI, Bluetooth, WiFi, Win10 S, 10+ Hours Battery, w/Hubxcel Cables",419.0,1.1 GHz pentium_N5000,,2.0,DDR4 SDRAM,solid state,True,1999.0,1623283200.0,15.6,1366.0,768.0,8.0,2700.0,128000000.0,SSD,,13.0,hp,,windows 10,lithium ion,pentium,1.1,0.78,9.52,14.11,intel,128.0,,intel,intel,True,,2.0,3.92
B0971SM2H6,"HP 14 Series 14"" Touchscreen Laptop AMD Ryzen 3-3250U 8GB RAM 256GB SSD Natural Silver - AMD Ryzen 3-3250U Dual-core - Integrated AMD Radeon Graphics - Brilliant BrightView Display - Windows 10 H",329.0,2.6 GHz,,2.0,,,False,,1623283200.0,14.0,1366.0,768.0,8.0,2600.0,256000000.0,SSD,,9.0,hp,precision,windows 10,,,2.6,,,,amd,256.0,,,amd,True,,,4.2
B0973D5QLC,"HP 17.3"" Full HD (1920 x 1080) Laptop, Intel Core i5-1135G7, 8GB RAM, 256GB SSD, Windows 10 Home, Natural Silver (17-by4633dx)",279.0,4.2 GHz apple_ci5,,4.0,DDR4 SDRAM,usb,False,,1623369600.0,17.3,1920.0,1080.0,8.0,2666.0,256000000.0,SSD,,,hp,,windows 10,,i5,4.2,0.96,10.72,16.33,intel,256.0,,iris,intel,True,silver,2.0,6.44
B0973LMPRG,"HP Premium Laptop (2021 Latest Model), 14"" HD Touchscreen, AMD Athlon Processor, 8GB RAM, 128GB SSD, Webcam, HDMI, Bluetooth, Wi-fi, Long Battery Life, Online Conferencing, Natural Silver, Win 10",399.0,3.2 GHz athlon_silver_3050U,,2.0,DDR4 SDRAM,solid state,False,2014.0,1623369600.0,14.0,1366.0,768.0,8.0,3200.0,128000000.0,SSD,,,hp,,windows 10,,,3.2,0.71,8.86,12.76,amd,128.0,,radeon,amd,True,silver,2.0,3.24
B0976QNFPD,"Lenovo IdeaPad 3 15.6"" FHD Anti-Glare Laptop, AMD 6-Core Ryzen 5 5500U, AMD Radeon 7 Graphics, 20GB DDR4, 512GB PCIe SSD, Backlit Keyboard, Fingerprint Reader, Webcam, HDMI, Windows 10, TWE Bundle",605.0,2.1 GHz amd_a_series,2.0,6.0,DDR4 SDRAM,solid state,True,1999.0,1622505600.0,15.6,1920.0,1080.0,8.0,,256000000.0,SSD,,,lenovo,,windows 10,,,2.1,0.78,9.31,14.14,amd,512.0,,radeon,amd,False,blue,1.0,3.74
B0979LJ713,"HP Pavilion 15.6"" HD Laptop Computer, Intel Pentium Processor, 16GB RAM, 1TB SSD, Webcam, USB-C, HDMI, Ethernet RJ-45, WiFi, Includes 1-Year Microsoft 365, Windows 11 S, Scarlet Red, TiTac Card",549.99,1.1 GHz pentium,,2.0,DDR4 SDRAM,solid state,True,1999.0,1623715200.0,15.6,1366.0,768.0,4.0,,1000000000.0,SSD,,,hp,pavilion,windows 10,,pentium,1.1,0.78,9.5,14.0,intel,,,intel,intel,True,,2.0,3.92
B097CSG16L,"2021 Lenovo ThinkPad X1 Nano Business Laptop,13.0"" WQHD IPS 450 nits,i7-1160G7,16GB RAM, 1TB PCIe SSD,Backlit Keyboard, Fingerprint Reader, USB-C,Window 10 Pro | TD 32G USB",3199.0,4.4 GHz apple_ci7,,4.0,DDR SDRAM,solid state,True,,1623888000.0,13.0,2160.0,1350.0,16.0,4266.0,1000000000.0,SSD,,,lenovo,thinkpad,windows 10,,i7,4.4,,,,intel,,,iris,intel,True,,,
B097D1B2QB,"Lenovo Ideapad 3 15.6"" FHD Home and Business Laptop AMD Ryzen 5 5500U 6 Cores Integrated AMD Radeon 7 Graphics 8GB RAM DDR4 256GB SSD 82KU003NUS",589.0,2.3 GHz ryzen_5_5500u,2.0,4.0,DDR DRAM,solid state,False,,1623888000.0,15.6,1920.0,1080.0,8.0,3200.0,256000.0,SSD,,,lenovo,,windows 10,,ryzen,2.3,2.0,12.0,15.0,amd,256.0,,radeon,amd,True,black,1.0,5.28
B097HZKX7L,"Lenovo Flex 5 14"" 2 in 1 Laptop, FHD IPS Touchscreen Laptop, AMD 8-Core Ryzen 7 4700U CPU, 8GB DDR4 RAM 3200MHz, 512GB SSD, Fingerprint Reader, Backlit Keyboard, USB-C, HDMI, Windows 10, TWE Bundle",665.0,2 GHz amd_r_series,3.0,8.0,DDR4 SDRAM,solid state,True,1999.0,1607040000.0,14.0,1920.0,1080.0,8.0,4100.0,512000000.0,SSD,,10.0,lenovo,,windows 10,,,2.0,0.82,8.56,12.65,amd,512.0,,radeon,amd,True,gray,2.0,3.74
B097JG2BV4,"ASUS VivoBook 15 S513 Thin and Light Laptop, 15.6€  FHD Display, AMD Ryzen 5 4500U Processor, 8GB DDR4 RAM, 512GB PCIe SSD, Fingerprint Reader, Windows 10 Home, Indie Black, S513IA-DB51 (Renewed)",589.66,2.3 GHz ryzen_5_4500u,,6.0,DDR4 SDRAM,usb 3.2,True,2020.0,1624060800.0,15.6,1920.0,1080.0,8.0,2300.0,512000000.0,SSD,,,asus,vivobook,windows 10,,ryzen,2.3,0.73,9.3,14.2,amd,,,,amd,True,black,2.0,3.97
B097JW8QDX,"HP 2021 Newest 14in HD Laptop Light-Weight, AMD Athlon 3050U(Up to 3.2GHz), 8GB RAM, 128GB SSD + 64GB eMMC, 1 yr Office365, WiFi, Bluetooth 5, USB-A&C, HDMI, Webcam, Win10S,w/Ghost Manta Accessories",399.0,3.2 GHz athlon_3050u,2.0,2.0,DDR4 SDRAM,solid state,True,1999.0,1611014400.0,14.0,1366.0,768.0,8.0,3200.0,64000000.0,SSD,,,hp,,windows 10,lithium polymer,,3.2,0.71,8.86,12.76,amd,128.0,None,radeon,amd,True,silver,1.0,3.24
B097JXYYF5,"ASUS ROG Strix G15 (2021) Advantage Edition Gaming Laptop, 15.6"" 300Hz FHD Display, Radeon RX 6800M GPU, AMD Ryzen 9-5900HX, RGB Keyboard, Windows 10, 16GB RAM ?512GB PCIe SSD",1387.0,4.6 GHz ryzen_9,,8.0,DDR4 SDRAM,solid state,True,,1624060800.0,15.6,1920.0,1080.0,16.0,4600.0,512000000.0,SSD,,,asus,rog,windows 10,lithium ion,ryzen,4.6,1.07,10.2,13.94,amd,512.0,,radeon,amd,False,black,1.0,5.29
B097NMVHDP,"Dell Latitude 9000 9420 14"" Notebook - Full HD Plus - 1920 x 1200 - Intel EVO Core i7 (11th Gen) i7-1185G7 Quad-core (4 Core) 3 GHz - 16 GB RAM - 512 GB SSD - Titan Gray",1776.38,3 GHz core_i7_family,,1.0,DDR4 SDRAM,,True,2020.0,1623801600.0,14.0,1920.0,1200.0,16.0,,512000000.0,SSD,,,dell,latitude,windows 10,lithium ion,i7,3.0,0.55,8.5,12.2,intel,,,iris,intel,False,gray,2.0,2.93
B097QMT99X,"Newest HP Stream 14"" HD SVA Laptop Computer, Intel Celeron N4000 Processor, 16GB RAM, 320GB Space(64GB eMMC+256GB MSD), Office 365, HDMI, Bluetooth, Windows 10, Black, AllyFlex MP, Online Class Ready",299.0,1.1 GHz celeron,,2.0,DDR4 SDRAM,solid state,False,2014.0,1603238400.0,14.0,1366.0,768.0,16.0,2400.0,64000000.0,SSD,,11.0,hp,stream,windows 10,,celeron,1.1,0.7,8.9,13.27,intel,256.0,,intel,intel,True,black,1.0,3.17
B097S2RNDS,"Dell XPS 9710 17"" 4K Ultra HD+ (3840 x 2400) Touchscreen Laptop - 11th Gen Intel Core i7-11800H up to 4.6GHz CPU, 64GB DDR4 RAM, 4TB PCIe SSD, GeForce RTX 3050, Windows 10 Pro",3999.0,2.3 GHz core_i7,,8.0,DDR4 SDRAM,solid state,True,2020.0,1624406400.0,17.0,3840.0,2400.0,64.0,2933.0,4000000000.0,SSD,,,dell,xps,windows 10,,i7,2.3,0.77,9.76,14.74,intel,4000.0,,geforce,nvidia,False,silver,1.0,5.53
B097SNQHP8,"ASUS ROG Strix G15 Advantage Edition Gaming Laptop, 15.6"" 300Hz FHD Display, AMD Ryzen 9 5900HX 8 Cores,AMD Radeon RX 6800M 12G，RGB Keyboard, Windows 10, Generic Accessories (64GB RAM | 1TB PCIe SSD)",1579.9,4.6 GHz ryzen_9,,8.0,DDR4 SDRAM,solid state,False,,1624060800.0,15.6,1920.0,1080.0,64.0,4600.0,1000000000.0,SSD,,,asus,rog,windows 10,lithium ion,ryzen,4.6,1.07,10.2,13.94,amd,1000.0,,radeon,amd,False,black,1.0,5.29
B097SZGL9H,"2022 Newest HP 14"" HD Laptop Light-Weight, AMD 3020e(Up to 2.6GHz), 16GB RAM, 128GB SSD + 64GB eMMC, 1 Year Office 365, WiFi, Bluetooth 5, USB Type-A&C, HDMI, Webcam, Win10, w/Ghost Manta Accessories",429.99,2.6 GHz a4_3020e,2.0,2.0,DDR4 SDRAM,solid state,True,1999.0,1614211200.0,14.0,1366.0,768.0,16.0,2600.0,512000000.0,SSD,,,hp,,windows 10,lithium polymer,,2.6,0.71,8.86,12.76,amd,128.0,,radeon,amd,True,black,1.0,3.24
B097WRSN6L,"2021 Dell Vostro 15 5000 5510 15.6 Business Laptop 11th Gen Intel Core i7-11370H 4-Core, 16G RAM 512G SSD 15.6 FHD Screen,Intel® Iris® Xe Graphics, Backlit KB, FP Reader,Win10 PRO",1499.0,4.8 GHz apple_ci7,,4.0,DDR4 SDRAM,solid state,True,,1624492800.0,15.6,1920.0,1080.0,16.0,,512000000.0,SSD,,,dell,,windows 10,,i7,4.8,,,,intel,512.0,,iris,intel,True,,,3.67
B097XLBM72,"2021 Newest ASUS Vivobook 17.3"" HD+ Business and Family Laptop, Intel i7-1065G7, Lightweight, Chiclet Keyboard, Bundle with Woov HDMI, Windows 11 Home, Silver (12GB |256GB SSD | 1TB HDD, i7)",818.99,core_i7_1065g7,,8.0,DDR4 SDRAM,,True,,1634083200.0,17.3,,,16.0,1300.0,,,,,asus,vivobook,,,i7,,0.84,9.96,16.02,,512.0,,,intel,True,,,5.07
B097XR565G,Dell 2021 Latitude 3420 Laptop 14-inch - Intel Core i7 11th Gen - i7-1165G7 - Quad Core 4.7Ghz - 256GB SSD - 8GB RAM - 1920x1080 FHD - Windows 10 Pro (Renewed),998.99,1.2 GHz core_i7,,4.0,DDR4 SDRAM,solid state,True,,1624579200.0,14.0,1920.0,1080.0,8.0,,256000000.0,SSD,,,dell,latitude,windows 10,,i7,1.2,0.69,8.9,12.83,intel,256.0,,intel,intel,True,silver,1.0,3.36
B097YY1JF6,"Newest HP Stream 14"" HD SVA Laptop Computer, Intel Celeron N4020 Processor, 8GB RAM, 128GB Space(64GB eMMC+64GB MSD), Office 365, HDMI, Bluetooth, Windows 10, Blue, AllyFlex MP, Online Class",299.0,1.1 GHz celeron,,2.0,DDR4 SDRAM,solid state,False,2014.0,1603238400.0,14.0,1366.0,768.0,8.0,2400.0,64000000.0,SSD,,11.0,hp,stream,windows 10,lithium ion,celeron,1.1,0.7,8.9,13.27,intel,128.0,,intel,intel,True,blue,2.0,3.17
B0981GJ41N,"HP 15t-dy200 Laptop, 15.6"" FHD (1920 x 1080) Touchscreen, Intel Core i7-1165G7, 16 GB RAM, 256 GB Intel SSD + 16 GB Intel Optane Memory, Windows 10 Home 64 bit",750.0,4.7 GHz,,1.0,DDR SDRAM,,True,,1624665600.0,15.6,1920.0,1080.0,16.0,,256000000.0,SSD,,,hp,,windows 10,,,4.7,4.0,15.0,17.0,intel,256.0,,,intel,True,,,3.75
B0981XXGRZ,"2021 HP 17.3 Laptop Computer Full HD Anti-Glare IPS Display, 11th Gen Intel Quad-Core i5-1135G7 (Beats i7-1065G7), 16GB DDR4 RAM, 1TB SSD, NO DVD RW, WiFi, RJ 45, Webcam, Win 10 S + TiTac SD Card",799.99,2.4 GHz core_i5_8250u,,4.0,DDR4 SDRAM,solid state,True,1999.0,1624752000.0,17.3,1920.0,1080.0,16.0,,1000000000.0,SSD,,,hp,,windows 10,,i5,2.4,0.96,10.7,16.3,intel,,,intel,intel,True,silver,2.0,5.25
B0985RPB47,"2021 Newest 15.6"" HP Pavilion HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Windows 10",499.0,2.7 GHz pentium,,4.0,DDR4 SDRAM,solid state,True,1999.0,1624838400.0,15.6,1366.0,768.0,16.0,2700.0,1000000000.0,SSD,,13.0,hp,pavilion,windows 10,,pentium,2.7,0.78,9.53,14.11,intel,1000.0,,intel,intel,,,2.0,3.93
B0988PTCRZ,"Lenovo Flex 5 - 14"" 16:10 2K QHD (2240 x 1400) IPS 2-in-1 Touchscreen Laptop, AMD 8-Core Ryzen 7 5700U(>i7-10710U), Webcam, Fingerprint, Type-C, Wi-Fi 6, Win 11, 16GB RAM, 512GB PCIe SSD, w/HDMI Cable",739.99,4.3 GHz amd_ryzen_7_5700u,,8.0,DDR4 SDRAM,solid state,True,,1624924800.0,14.0,2240.0,1400.0,16.0,3200.0,512000000.0,SSD,,10.0,lenovo,,windows 10,lithium ion,ryzen,4.3,0.82,8.56,12.66,amd,512.0,,radeon,amd,True,gray,1.0,3.3
B0989WH9D8,"Dell Latitude 3000 3190 11.6"" Netbook - HD - 1366 x 768 - Intel Pentium N5030 Quad-core (4 Core) - 4 GB RAM - 128 GB SSD",671.64,pentium,,1.0,DDR4 SDRAM,,True,2014.0,1624320000.0,11.6,1366.0,768.0,4.0,3100.0,128000000.0,SSD,,14.0,dell,latitude,windows 10,,pentium,,0.82,8.11,11.94,intel,128.0,,intel,intel,False,,,2.79
B098BH1HL7,"2021 Lenovo Ideapad 3 15.6"" HD Touchscreen Laptop Computer, 10th Intel Core i3-10110U Processor, 8GB DDR4 RAM, 256GB PCIe SSD, Intel UHD Graphics, Dolby Audio, HD Webcam, Win 10, Blue, 32GB USB Card",419.0,2.1 GHz core_i3_family,,2.0,DDR4 SDRAM,solid state,True,,1625011200.0,15.6,1366.0,768.0,8.0,,256000000.0,SSD,,,lenovo,,windows 10,,i3,2.1,0.78,9.98,14.26,intel,256.0,,intel,intel,True,blue,1.0,4.07
B098BKR2RY,"2021 HP 17.3"" FHD IPS Display Laptop Computer, 11th Intel Core i5-1135G7 Processor, 12GB RAM, 1TB HDD, Backlit Keyboard, Intel Iris Xe Graphics, HD Audio, HD Webcam, Windows 10, Silver, 32GB USB Card",699.99,2.4 GHz core_i5_family,,4.0,DDR4 SDRAM,serial ata,True,,1625011200.0,17.3,1920.0,1080.0,12.0,,1000000000.0,HDD,,,hp,,windows 10,,i5,2.4,0.78,10.15,15.78,intel,32.0,,iris,intel,True,silver,1.0,4.86
B098GR42B8,"Lenovo Legion Ultimate Gaming Laptop, 17.3"" FHD IPS 144Hz Display, GeForce RTX 2080 Max-Q, 6-Core Intel i7-9750H, 32GB DDR4 RAM, 1TB PCIe SSD, 2TB HDD, RGB Backlit Keyboard, Killer Wi-Fi, Windows 10",1899.0,4.5 GHz core_i7,,6.0,DDR4 SDRAM,pcie x 4,True,,1625097600.0,17.3,1920.0,1080.0,32.0,4500.0,1000000000.0,SSD,,,lenovo,legion,windows 10,,i7,4.5,0.91,12.0,16.24,intel,32.0,,geforce,nvidia,False,gray,2.0,6.17
B098H5DM87,"2022 Newest Dell Inspiron 5515 Laptop, 15.6"" Full HD LED Touchscreen, AMD Ryzen 5 5500U, Webcam, Backlit Keyboard, Fingerprint Reader, WiFi, Win 10 Home, Mist Blue (16GB RAM | 512GB PCIe SSD)",674.0,2.1 GHz amd_ryzen_5_5500u,,6.0,DDR4 SDRAM,pcie x 4,True,,1625097600.0,15.6,1920.0,1080.0,16.0,,256000000.0,SSD,,,dell,inspiron,windows 10,,ryzen,2.1,0.71,9.01,14.02,amd,0.0,,radeon,amd,True,,,3.62
B098HG1XWW,"Lenovo ThinkPad P15s Gen 2 15.6"" FHD (1920 x 1080) IPS, Anti-Glare, 300 nits, Intel Core i7-1165G7, 16GB RAM, 512GB SSD, NVIDIA® Quadro® T500 4GB, Backlit KYB, Fingerprint Reader, Win10Pro",1499.0,3 GHz core_i7_family,,4.0,DDR4 SDRAM,pcie x 4,True,,1625097600.0,15.6,1920.0,1080.0,16.0,,512000000.0,SSD,,10.0,lenovo,,windows 10,lithium ion,i7,3.0,1.0,10.0,15.0,intel,512.0,,nvidia,nvidia,False,black,1.0,3.86
B098J44GV1,"Lenovo ThinkPad P15s Gen 2 15.6"" FHD (1920 x 1080) IPS, Anti-Glare, 300 nits, Intel Core i7-1165G7, 16GB RAM, 1TB SSD, NVIDIA Quadro T500 4GB, Backlit KYB, Fingerprint Reader, Win10Pro",1713.02,,,,DDR4 SDRAM,,False,,1625097600.0,15.6,,,16.0,,,,,,lenovo,,windows 10,lithium ion,,,1.0,10.0,15.0,intel,1000.0,,,nvidia,False,,,3.86
